>> Working directories:
Input files: ../input/
Output files: output/
 
>> Integrator parameters:
Integrator timestep: 0.002 ps
Number of timesteps: 500000000
Real time: 1000.0 ns
Saved frames (only molecule): 2000
Saved frames (molecule+water): 2000
 
>> System parameters:
Lowest temperature: 273 K
Friction: 1 ps-1

<openmm.openmm.LangevinIntegrator; proxy of <Swig Object of type 'OpenMM::LangevinIntegrator *' at 0x7f36dce5e970> >
Solvation ... 

>> Molecule parameters:
Number of atoms (no water): 582
Number of water molecules: 4742
Total number of atoms: 14810
 


*** Minimizing ...
*** Minimization completed ***


*** Equilibrating...
*** Equilibration completed ***
#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
3390000,-231683.63191163773,314.5558023281263,556
3400000,-231281.56593263382,315.05105810771823,556
3410000,-231677.71949708695,312.1447331330646,556
3420000,-232121.21888673538,307.4967739397252,556
3430000,-234548.9115136885,310.07983856856805,556
3440000,-235548.68366945023,298.5386772345772,556
3450000,-235115.59077394241,303.6058287654972,557
3460000,-234150.08625734085,300.75643716979107,557
3470000,-234819.9938501143,301.52809280177104,557
3480000,-232122.98390138382,309.170752316849,557
3490000,-228753.93843019241,318.557780052135,557
3500000,-226706.0241235518,334.596926187587,557
3510000,-222028.44245851273,338.00016880382253,557
3520000,-220765.11152589554,347.3224681543404,557
3530000,-219372.9856103682,350.09201643831165,557
3540000,-216516.95942628616,370.22220726957244,557
3550000,-222892.70191896195,344.07417783594593,557
3560000,-219702.58833253616,353.8054804006808,557
3570000,-216750.6189721846,360.15625188265443,557
3580000,-222780.95704591507,340.7103208413448,557
3590000,-222510.27308595413,340.4664669931255,557
3600000,-225359.05866945023,333.04919092874593,557
3610000,-228049.6873315596,318.22538415103975,557
3620000,-225909.12062013382,327.82392728278455,557
3630000,-225914.65266359085,328.8766207964509,557
3640000,-225665.3488916182,328.45596927819446,557
3650000,-223902.69813478226,337.83303495521795,557
3660000,-220349.51270997757,354.53326386396196,557
3670000,-219085.0238488936,354.387871855569,557
3680000,-217044.90876710648,358.6737486867813,557
3690000,-211363.1125634932,390.86677612858233,557
3700000,-208697.13380372757,402.94396264849416,557
3710000,-211219.2443994307,385.6019101082245,557
3720000,-209367.78901612991,396.39555207262083,557
3730000,-207516.2273706221,400.7649719203252,557
3740000,-203314.6813501143,427.7421384920847,557
3750000,-204716.42665040726,411.24300271632524,557
3760000,-205208.34684694046,416.69970258026115,557
3770000,-208964.60102784866,399.81099432231326,557
3780000,-213185.57624757523,375.4283425171688,557
3790000,-214309.9499048018,375.88610078620127,557
3800000,-214191.16407716507,375.61631800579113,557
3810000,-214049.30073487991,376.25346888767365,557
3820000,-216406.66065919632,358.46354441395965,557
3830000,-216964.953505876,366.050036696069,557
3840000,-216099.3738549971,362.81660254781525,557
3850000,-214759.21708619827,377.01239051429724,557
3860000,-219610.82575929398,352.0804901056944,557
3870000,-219814.01264894241,358.49457480725226,557
3880000,-220401.07563722366,352.6726568353289,557
3890000,-217423.23649537796,366.6704823669011,557
3900000,-211078.8338159346,386.6236759747677,557
3910000,-208193.78761232132,405.76609947236267,557
3920000,-208917.02921998734,403.4827524228407,557
3930000,-209548.09583986038,396.7930412363038,557
3940000,-202848.66218507523,422.6057854669966,557
3950000,-200338.32606446976,439.6752682871655,557
3960000,-200056.14179933304,445.09097376503104,557
3970000,-201677.62995851273,424.48137509850795,557
3980000,-196279.36796510452,457.0952132153208,556
3990000,-191480.53523195023,489.17977241166705,556
4000000,-188137.69157350296,503.1458019516605,556
4010000,-189062.42048585648,495.90533417904226,556
4020000,-188059.64607179398,503.7246126798942,556
4030000,-192280.45997560257,483.48243828371835,556
4040000,-191494.82499635452,485.6337639666545,556
4050000,-189690.9818261885,502.7414748111174,556
4060000,-193594.34181154007,472.53946120910757,556
4070000,-192767.3942407393,467.7682106380491,556
4080000,-196665.96388185257,458.24217881342423,556
4090000,-196418.03572023148,454.8072764853084,556
4100000,-188355.14918458695,502.11955168386777,556
4110000,-189049.18513429398,500.40702059315254,556
4120000,-194339.0496362471,467.6765847637984,556
4130000,-197572.92542970413,453.827394520823,556
4140000,-195040.79395997757,468.2897887329687,556
4150000,-199937.71601808304,439.33238293557037,556
4160000,-203651.8084253096,421.43546153643587,556
4170000,-205119.80360353226,419.81365649338545,556
