>> Working directories:
Input files: ../input/
Output files: output/
 
>> Integrator parameters:
Integrator timestep: 0.002 ps
Number of timesteps: 500000000
Real time: 1000.0 ns
Saved frames (only molecule): 2000
Saved frames (molecule+water): 2000
 
>> System parameters:
Lowest temperature: 273 K
Friction: 1 ps-1

<openmm.openmm.LangevinIntegrator; proxy of <Swig Object of type 'OpenMM::LangevinIntegrator *' at 0x7f305b156970> >
Solvation ... 

>> Molecule parameters:
Number of atoms (no water): 582
Number of water molecules: 4742
Total number of atoms: 14810
 


*** Minimizing ...
*** Minimization completed ***


*** Equilibrating...
*** Equilibration completed ***
#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
1830000,-189670.14778077835,494.23107525818364,551
1840000,-191306.2594751143,485.17252419491086,551
1850000,-191455.11573732132,486.6037325586629,551
1860000,-188747.5310968184,498.9023042943568,551
1870000,-191229.93360841507,483.9275975049246,551
1880000,-203744.28309571976,420.79362314607414,551
1890000,-205536.87824952835,409.9034618608699,551
1900000,-204670.36573732132,414.79937081432263,551
1910000,-199223.34089601273,440.29018028537024,551
1920000,-204727.512099626,416.5379418781933,550
1930000,-205182.70039308304,409.15956162646296,550
1940000,-204742.47846925491,409.70479311943626,550
1950000,-196297.48921144241,456.82598067761364,550
1960000,-200178.97621095413,436.5036417206204,550
1970000,-201754.13471925491,423.03299779354194,550
1980000,-193210.19044435257,469.13760670288127,550
1990000,-194287.38337648148,472.71205535840534,550
2000000,-200104.5881494307,441.06971811999574,550
2010000,-211378.80091798538,392.1199942941157,550
2020000,-211097.7399438643,382.34369408142686,550
2030000,-215363.461318376,365.50984419172414,550
2040000,-214077.7201074385,373.3236257449435,550
2050000,-216550.586318376,362.4482092372711,550
2060000,-223432.82667482132,344.8970947730607,550
2070000,-225726.30879152054,335.97467130497677,550
2080000,-222521.9983056807,338.7651051537942,550
2090000,-223445.17219484085,346.8916633342522,550
2100000,-225208.38526857132,328.9997930708736,550
2110000,-225395.14906251663,327.38464668651926,550
2120000,-226154.67414796585,333.94385601358437,550
2130000,-225056.09962404007,324.75817761014645,550
2140000,-228992.7160791182,321.1703599532674,550
2150000,-229527.89796388382,323.81373099766705,550
2160000,-229405.53230226273,320.94993727652496,551
2170000,-231468.5252221846,312.15069210581737,551
2180000,-231925.3307641768,311.5565551118829,551
2190000,-231824.7985376143,310.8137879026785,551
2200000,-222992.3244775557,339.43631685584484,551
2210000,-217737.37983644241,363.20450382825135,551
2220000,-218951.35639894241,355.1891755809411,551
2230000,-219661.11265504593,351.7685807756039,551
2240000,-215379.8645166182,375.046751138955,551
2250000,-216457.4596704268,366.2190456227707,551
2260000,-210999.15779054398,390.0974503813607,551
2270000,-211288.75105226273,387.76545667764947,551
2280000,-208303.95472657913,400.11965188257017,551
2290000,-208488.9162744307,402.18959827809346,551
2300000,-208248.21150148148,402.744385746691,551
2310000,-205392.0451806807,411.9830005003589,551
2320000,-211059.3723291182,384.581449817373,551
2330000,-217133.8014673018,367.7581384636622,551
2340000,-222385.7018579268,343.9715349828053,551
2350000,-222611.16300904984,340.2002750681469,551
2360000,-216907.7215112471,367.509862872055,551
2370000,-219502.47120607132,351.545705237404,551
2380000,-220193.44618165726,349.1259963355505,551
2390000,-220223.10090577835,350.73739542093557,551
2400000,-222484.59004152054,343.04310757730593,551
2410000,-223619.36781251663,344.6198863116354,551
2420000,-226036.60621583695,333.042256194792,551
2430000,-222723.0368188643,342.4115106055185,551
2440000,-225935.08528077835,332.2861784093926,551
2450000,-222350.29585206741,338.9909817074738,551
2460000,-219804.48646486038,350.9363099004121,551
2470000,-223462.6912378096,341.1563179877319,551
2480000,-225979.39900148148,332.0550745231674,551
2490000,-229182.12034547562,319.6325400335801,551
2500000,-237808.8801416182,291.5051161676615,551
2510000,-237840.91108644241,290.7216065654051,551
2520000,-238051.3826440596,295.49313786149185,552
2530000,-237650.03535402054,289.50384291094514,552
2540000,-238129.1693261885,295.6318353897668,552
2550000,-238253.56605470413,290.23339834012654,552
2560000,-234886.02961671585,298.05970534356993,552
2570000,-233908.15681398148,301.2757397154605,552
2580000,-230859.44300782913,311.3995804360668,552
2590000,-231450.75270021195,309.32633214447833,552
2600000,-229529.08015382523,318.22274732769824,552
2610000,-229022.77265870804,321.00197224295243,552
2620000,-228889.33125245804,318.8462750970896,552
2630000,-229516.53437745804,320.619241857036,553
2640000,-226832.3376001143,330.83511521693526,553
2650000,-222769.9828332686,338.2286619740769,553
2660000,-216891.22492921585,364.12130755040795,553
2670000,-210850.88215577835,384.56508418588044,553
2680000,-208965.86518800491,402.6798992694355,553
2690000,-211370.35328614945,391.725445686756,553
2700000,-213896.65461671585,373.4980205167221,553
2710000,-213893.30390870804,374.283909125543,553
2720000,-213943.84583986038,378.9760573246406,553
2730000,-216796.62165773148,365.2556689982905,553
2740000,-216906.23921144241,366.44402876662014,553
2750000,-214082.45020997757,371.56221969372746,552
2760000,-221171.21601808304,356.76525269821406,552
2770000,-220428.64137208695,351.1098402115383,552
2780000,-219960.41035402054,353.76261237251134,552
2790000,-217310.66523683304,357.68349757344777,552
2800000,-211769.93940675491,381.55974807251397,552
2810000,-204036.83723390335,420.7686495081231,552
2820000,-202632.7350610518,427.38040724337793,552
2830000,-197442.8865503096,457.93966254611496,552
2840000,-190644.05390870804,487.450813825735,552
2850000,-191550.70246827835,474.9371861522709,552
2860000,-188933.07826173538,499.1917347702206,552
2870000,-188702.72572267288,502.3490861434818,552
2880000,-189892.24220216507,479.230366814282,552
2890000,-190460.3488916182,489.33842879498343,552
2900000,-194191.73335206741,467.92575597142843,552
2910000,-197554.15940797562,451.71127154872465,552
2920000,-201975.18000734085,427.26815994117396,552
2930000,-201172.53544557327,440.32568214130924,552
2940000,-199290.16548097366,441.45897844655804,552
2950000,-195707.88105714554,457.4697680189549,552
2960000,-197164.02864015335,454.1951703114041,552
2970000,-192189.55085695023,482.1106954391806,552
2980000,-190897.56446779007,485.0343062573293,552
2990000,-188830.70289552445,505.33441823036196,551
3000000,-192702.70423829788,486.97164520182406,551
3010000,-194349.40095460648,466.2931545012828,551
3020000,-200083.99995362991,436.54569594183704,551
3030000,-205479.99531495804,417.26066798384096,551
3040000,-207723.89192140335,398.7914288380658,551
3050000,-205156.16816652054,413.52355035460056,551
3060000,-205815.91426027054,407.7390743545654,551
3070000,-208362.64314210648,399.6122626636473,551
3080000,-202589.76539552445,428.47501545791164,551
3090000,-200295.29090821976,438.8475622670043,551
3100000,-197134.11543214554,456.30707223097784,551
3110000,-189581.79524171585,492.74459768091646,551
3120000,-187621.21589601273,497.62052992857986,551
3130000,-193989.6235803389,466.38470041037993,551
3140000,-196905.84278810257,457.2199190154431,551
3150000,-199470.44154298538,443.37034788176175,551
3160000,-208434.3562768721,400.2310965946939,551
3170000,-211575.8152612471,385.1136678256925,551
3180000,-211489.8455346846,383.4034757327981,551
3190000,-214136.33909547562,374.741158549277,551
3200000,-216206.63841188187,356.53301189301567,551
3210000,-213556.88282716507,374.98119859325584,551
